date,price,ticker
2024-01-01,99.67019779450055,GM
2024-01-02,99.47354200025156,GM
2024-01-03,98.41522449092585,GM
2024-01-04,97.48212796566301,GM
2024-01-05,96.23148390499131,GM
2024-01-08,97.76525844377632,GM
2024-01-09,99.02467236792252,GM
2024-01-10,98.26913523990675,GM
2024-01-11,97.68777803133281,GM
2024-01-12,100.23995176075363,GM
2024-01-15,102.60845619967915,GM
2024-01-16,103.39641369947957,GM
2024-01-17,105.62182442942822,GM
2024-01-18,108.58969815364566,GM
2024-01-19,108.24113614938837,GM
2024-01-22,111.76351562509042,GM
2024-01-23,109.42294331315277,GM
2024-01-24,106.56320658895366,GM
2024-01-25,105.05975371569998,GM
2024-01-26,104.20254831168295,GM
2024-01-29,104.88429411520984,GM
2024-01-30,106.34969472916684,GM
2024-01-31,106.1969657520493,GM
2024-02-01,103.98551411895107,GM
2024-02-02,105.15242041003076,GM
2024-02-05,103.55917383317812,GM
2024-02-06,104.22297307712739,GM
2024-02-07,105.15547154776024,GM
2024-02-08,107.40603410093188,GM
2024-02-09,106.90329929418084,GM
2024-02-12,108.54070072956074,GM
2024-02-13,111.20296655675902,GM
2024-02-14,110.96482987822704,GM
2024-02-15,111.32133122152189,GM
2024-02-16,109.19768280183587,GM
2024-02-19,110.7905941198241,GM
2024-02-20,110.20529059212033,GM
2024-02-21,112.04887787031426,GM
2024-02-22,113.18059188293694,GM
2024-02-23,113.54229400879152,GM
2024-02-26,114.42256949909557,GM
2024-02-27,112.71329182650618,GM
2024-02-28,112.00376726587811,GM
2024-02-29,113.03178868826997,GM
2024-03-01,114.65116110055949,GM
2024-03-04,111.92226304143023,GM
2024-03-05,111.39288907375385,GM
2024-03-06,111.67782125002081,GM
2024-03-07,109.6794528574319,GM
2024-03-08,108.6083736710999,GM
2024-03-11,111.70332953339826,GM
2024-03-12,110.57719492294149,GM
2024-03-13,109.21248059898402,GM
2024-03-14,109.066647945174,GM
2024-03-15,113.32046339616639,GM
2024-03-18,113.5325781565156,GM
2024-03-19,113.8419620930216,GM
2024-03-20,109.61634752254118,GM
2024-03-21,109.50368067241854,GM
2024-03-22,110.38571692856036,GM
2024-03-25,109.15702419218388,GM
2024-03-26,107.23713651517868,GM
2024-03-27,107.81578295143287,GM
2024-03-28,106.75600676451862,GM
2024-03-29,106.68753176124966,GM
2024-04-01,107.38813704786381,GM
2024-04-02,105.933866068071,GM
2024-04-03,105.244844152978,GM
2024-04-04,106.28263950529082,GM
2024-04-05,107.488393825866,GM
2024-04-08,105.8721736626262,GM
2024-04-09,106.92789392296253,GM
2024-04-10,104.56577397254935,GM
2024-04-11,106.75287251690365,GM
2024-04-12,106.59349902671556,GM
2024-04-15,106.16344928013027,GM
2024-04-16,104.03960951402135,GM
2024-04-17,105.34575739640812,GM
2024-04-18,104.60604873114823,GM
2024-04-19,104.89381822389846,GM
2024-04-22,106.16237785980418,GM
2024-04-23,106.0411674800287,GM
2024-04-24,107.1047472306337,GM
2024-04-25,106.04634740793348,GM
2024-04-26,106.73533153817577,GM
2024-04-29,106.82044119886467,GM
2024-04-30,108.98308046390261,GM
2024-05-01,109.36722763229757,GM
2024-05-02,111.20116367743353,GM
2024-05-03,111.05667624280761,GM
2024-05-06,110.10421636692817,GM
2024-05-07,110.92751700481276,GM
2024-05-08,109.25423416517904,GM
2024-05-09,109.58334407351575,GM
2024-05-10,108.73428253585152,GM
2024-05-13,109.40472099251056,GM
2024-05-14,109.85725423784984,GM
2024-05-15,109.17558281897594,GM
2024-05-16,110.80042168590845,GM
2024-05-17,112.12922670870992,GM
2024-05-20,113.7908170447767,GM
2024-05-21,116.03062053070533,GM
2024-05-22,114.88950004925775,GM
2024-05-23,114.52734848352522,GM
2024-05-24,115.16088476678418,GM
2024-05-27,113.95285829664279,GM
2024-05-28,115.45009178061136,GM
2024-05-29,115.81336725131814,GM
2024-05-30,115.23769195271582,GM
2024-05-31,113.94277424787954,GM
2024-06-03,112.80625752907625,GM
2024-06-04,110.62773058511698,GM
2024-06-05,113.05107705477019,GM
2024-06-06,112.8864432404456,GM
2024-06-07,116.75861993520756,GM
2024-06-10,117.34796500847747,GM
2024-06-11,116.11378824008557,GM
2024-06-12,115.14186913816336,GM
2024-06-13,115.50292192394602,GM
2024-06-14,113.41443599887097,GM
2024-06-17,115.52370659462115,GM
2024-06-18,115.24324966694734,GM
2024-06-19,114.07788658672017,GM
2024-06-20,115.51897665639474,GM
2024-06-21,116.40132376089576,GM
2024-06-24,120.61643112698316,GM
2024-06-25,119.4160444574456,GM
2024-06-26,117.21096922874835,GM
2024-06-27,116.29751688541822,GM
2024-06-28,117.44762810721954,GM
2024-07-01,116.34844411500453,GM
2024-07-02,115.77419026812815,GM
2024-07-03,116.50235992188786,GM
2024-07-04,115.406299763393,GM
2024-07-05,114.35438968038315,GM
2024-07-08,113.11588043207615,GM
2024-07-09,113.70577423350937,GM
2024-07-10,110.95495930929268,GM
2024-07-11,111.4492179239438,GM
2024-07-12,113.58994931431882,GM
2024-07-15,113.25340199026137,GM
2024-07-16,112.54968681033013,GM
2024-07-17,109.73324764771702,GM
2024-07-18,111.31558963378522,GM
2024-07-19,113.28277004522062,GM
2024-07-22,113.55433599164718,GM
2024-07-23,113.4744571863456,GM
2024-07-24,114.01347005703339,GM
2024-07-25,114.55524433926456,GM
2024-07-26,113.37602557507577,GM
2024-07-29,113.42273187041752,GM
2024-07-30,114.19241873505585,GM
2024-07-31,115.43138500494518,GM
2024-08-01,116.19427793071806,GM
2024-08-02,117.73794858493022,GM
2024-08-05,119.68142840481771,GM
2024-08-06,120.54049871606139,GM
2024-08-07,119.87239409148819,GM
2024-08-08,121.21990952660718,GM
2024-08-09,123.15272790418734,GM
2024-08-12,125.49326136600823,GM
2024-08-13,127.0425894317054,GM
2024-08-14,128.18613056095,GM
2024-08-15,129.37646479630484,GM
2024-08-16,127.33406967061688,GM
2024-08-19,127.07162600301334,GM
2024-08-20,130.55937060581326,GM
2024-08-21,129.66271284641135,GM
2024-08-22,133.11025751079836,GM
2024-08-23,134.11557542621432,GM
2024-08-26,133.39253921706145,GM
2024-08-27,134.23475770977535,GM
2024-08-28,137.16261541763757,GM
2024-08-29,138.8892605693793,GM
2024-08-30,139.80073516293677,GM
2024-09-02,138.5720603473583,GM
2024-09-03,137.5021326478396,GM
2024-09-04,136.88108438023457,GM
2024-09-05,138.1209748503636,GM
2024-09-06,138.72529308109551,GM
2024-09-09,135.5810235981544,GM
2024-09-10,137.77089890860304,GM
2024-09-11,137.3730013231699,GM
2024-09-12,138.48057174360156,GM
2024-09-13,139.0258447947481,GM
2024-09-16,136.82907487793304,GM
2024-09-17,136.52525970724764,GM
2024-09-18,135.86347367409167,GM
2024-09-19,136.05128311069922,GM
2024-09-20,137.2390063722716,GM
2024-09-23,137.2993095870409,GM
2024-09-24,138.43357151706638,GM
2024-09-25,138.51470904399963,GM
2024-09-26,136.9640348421103,GM
2024-09-27,136.29914077540792,GM
2024-09-30,135.6196945268571,GM
2024-10-01,134.2769742841454,GM
2024-10-02,133.90815559040027,GM
2024-10-03,133.65270134125743,GM
2024-10-04,135.1239288281689,GM
2024-10-07,138.57331724628966,GM
2024-10-08,139.79394437177905,GM
2024-10-09,136.89539348074592,GM
2024-10-10,136.79624816880258,GM
2024-10-11,135.53751762225895,GM
2024-10-14,134.38228532799715,GM
2024-10-15,136.48596309562905,GM
2024-10-16,136.1672911836407,GM
2024-10-17,135.02784929046726,GM
2024-10-18,137.32407860948481,GM
2024-10-21,138.52987340817307,GM
2024-10-22,137.38294466532366,GM
2024-10-23,140.28306421093566,GM
2024-10-24,142.80274195937685,GM
2024-10-25,141.20431853188535,GM
2024-10-28,140.5869471550548,GM
2024-10-29,141.9367357780302,GM
2024-10-30,138.54080020435134,GM
2024-10-31,137.56277273360888,GM
2024-11-01,138.73464976625007,GM
2024-11-04,140.40174575156044,GM
2024-11-05,142.2989739179333,GM
2024-11-06,145.06260168890088,GM
2024-11-07,143.52724722960707,GM
2024-11-08,145.48515100584564,GM
2024-11-11,145.26550918582151,GM
2024-11-12,144.90883782552595,GM
2024-11-13,146.94922239367637,GM
2024-11-14,146.6712409274247,GM
2024-11-15,145.56947949110184,GM
2024-11-18,144.9539066170112,GM
2024-11-19,147.1299892906069,GM
2024-11-20,145.86670373626578,GM
2024-11-21,146.59371387764384,GM
2024-11-22,147.39098638973215,GM
2024-11-25,148.45064316832293,GM
2024-11-26,147.45454467033892,GM
2024-11-27,146.58019856394097,GM
2024-11-28,146.67011251240092,GM
2024-11-29,149.75392582082063,GM
2024-12-02,149.42358782696675,GM
2024-12-03,150.58590048968225,GM
2024-12-04,151.9533982292374,GM
2024-12-05,152.2856965614815,GM
2024-12-06,153.08116406551198,GM
2024-12-09,154.76241054624202,GM
2024-12-10,151.55461966189827,GM
2024-12-11,151.16279388674755,GM
2024-12-12,149.2753261293774,GM
2024-12-13,148.82958460537358,GM
2024-12-16,149.77969158315523,GM
2024-12-17,149.96629747760835,GM
2024-12-18,151.8266458083307,GM
2024-12-19,152.49815628702606,GM
2024-12-20,153.57048329760337,GM
2024-12-23,151.6743152290293,GM
2024-12-24,152.0840381094881,GM
2024-12-25,154.79155777367757,GM
2024-12-26,158.27472298650417,GM
2024-12-27,156.5207896852071,GM
2024-12-30,155.13156949072828,GM
2024-12-31,153.98779090503137,GM
2025-01-01,152.2877473748525,GM
2025-01-02,153.33786911066306,GM
2025-01-03,151.96043696744425,GM
2025-01-06,151.98254059508523,GM
2025-01-07,152.47654218364738,GM
2025-01-08,152.441564953486,GM
2025-01-09,152.6318275836382,GM
2025-01-10,150.300057877516,GM
2025-01-13,149.2788476805148,GM
2025-01-14,150.2494075721001,GM
2025-01-15,151.76976898278565,GM
2025-01-16,151.29747079137584,GM
2025-01-17,148.53654846701744,GM
2025-01-20,148.58100338268824,GM
2025-01-21,148.88028699011466,GM
2025-01-22,146.42702654957134,GM
2025-01-23,146.42260618701317,GM
2025-01-24,146.5111695728516,GM
2025-01-27,145.25341072391342,GM
2025-01-28,145.46561870777532,GM
2025-01-29,144.15089805957916,GM
2025-01-30,144.59742843871953,GM
2025-01-31,144.65865939455784,GM
2025-02-03,145.64282114731188,GM
2025-02-04,141.95390314259768,GM
2025-02-05,142.4453451453039,GM
2025-02-06,142.37302481469305,GM
2025-02-07,143.67671311555887,GM
2025-02-10,142.51941655873307,GM
2025-02-11,142.0063284021827,GM
2025-02-12,142.6885480069749,GM
2025-02-13,143.86636108711429,GM
2025-02-14,144.962356014646,GM
2025-02-17,145.9972250427985,GM
2025-02-18,144.7052936195016,GM
2025-02-19,143.61108948998168,GM
2025-02-20,142.8953530406716,GM
2025-02-21,142.6179900727721,GM
2025-02-24,141.64257979102416,GM
2025-02-25,143.69069478033055,GM
2025-02-26,141.94072830527116,GM
2025-02-27,140.4284517533708,GM
2025-02-28,138.86946999636925,GM
2025-03-03,139.3262576769589,GM
2025-03-04,140.54892161536827,GM
2025-03-05,139.58195453634517,GM
2025-03-06,140.59145415141083,GM
2025-03-07,141.2648800832479,GM
2025-03-10,140.83732428528378,GM
2025-03-11,140.48056428602334,GM
2025-03-12,139.937168023072,GM
2025-03-13,138.8267000592582,GM
2025-03-14,139.70282028809527,GM
2025-03-17,141.62618303892668,GM
2025-03-18,142.87322494457666,GM
2025-03-19,143.85979598563063,GM
2025-03-20,145.84428601246952,GM
2025-03-21,146.13223047410497,GM
2025-03-24,144.98681623354213,GM
2025-03-25,147.6707166887512,GM
2025-03-26,151.8603204729348,GM
2025-03-27,151.4000413285651,GM
2025-03-28,150.5110196239974,GM
2025-03-31,150.6647750156746,GM
2025-04-01,149.8959204844405,GM
2025-04-02,151.50692759992728,GM
2025-04-03,151.19626136178505,GM
2025-04-04,151.71702509789554,GM
2025-04-07,149.1951171236068,GM
2025-04-08,148.8510727787675,GM
2025-04-09,151.24795203088894,GM
2025-04-10,153.06011133113324,GM
2025-04-11,152.56843120527543,GM
2025-04-14,153.1490714088619,GM
2025-04-15,150.1498387285538,GM
2025-04-16,148.29466623597716,GM
2025-04-17,148.51650096521155,GM
2025-04-18,147.105527547561,GM
2025-04-21,146.74287563800252,GM
2025-04-22,147.09464053955185,GM
2025-04-23,148.86171263112308,GM
2025-04-24,149.69469862128693,GM
2025-04-25,150.77146435464337,GM
2025-04-28,151.8837693585582,GM
2025-04-29,150.76647494075974,GM
2025-04-30,151.077406279806,GM
2025-05-01,149.8459823091444,GM
2024-01-01,99.7050433363427,XOM
2024-01-02,98.41669092050473,XOM
2024-01-03,102.30174489065823,XOM
2024-01-04,102.59712770905767,XOM
2024-01-05,102.84187745134112,XOM
2024-01-08,102.3081407876134,XOM
2024-01-09,103.15058584988583,XOM
2024-01-10,105.35997072831951,XOM
2024-01-11,105.13086639191613,XOM
2024-01-12,105.81371722420442,XOM
2024-01-15,105.01750680870907,XOM
2024-01-16,107.03312396410543,XOM
2024-01-17,106.72505931052763,XOM
2024-01-18,105.31738683143912,XOM
2024-01-19,104.78176993695112,XOM
2024-01-22,104.81980828045262,XOM
2024-01-23,103.47417977209946,XOM
2024-01-24,106.46948990219956,XOM
2024-01-25,104.11573325131837,XOM
2024-01-26,106.41420937617038,XOM
2024-01-29,104.42563404630964,XOM
2024-01-30,104.39222438415544,XOM
2024-01-31,106.80487255658281,XOM
2024-02-01,104.27692666189031,XOM
2024-02-02,102.454372834243,XOM
2024-02-05,104.78344887279556,XOM
2024-02-06,105.14817985300897,XOM
2024-02-07,101.99709525671307,XOM
2024-02-08,102.08094640246256,XOM
2024-02-09,102.14026246193839,XOM
2024-02-12,102.45614564891534,XOM
2024-02-13,105.69028194544892,XOM
2024-02-14,107.061668959259,XOM
2024-02-15,107.89803310323019,XOM
2024-02-16,108.10457199742868,XOM
2024-02-19,107.61520509063367,XOM
2024-02-20,110.53218211790595,XOM
2024-02-21,112.0357723049833,XOM
2024-02-22,111.47772968184482,XOM
2024-02-23,108.10339927182785,XOM
2024-02-26,110.97698774552106,XOM
2024-02-27,111.04990721960438,XOM
2024-02-28,112.07898302638338,XOM
2024-02-29,112.62769085544505,XOM
2024-03-01,113.99374258940774,XOM
2024-03-04,115.60578993134914,XOM
2024-03-05,114.45840064053033,XOM
2024-03-06,115.6105261909222,XOM
2024-03-07,115.78664611309425,XOM
2024-03-08,116.53346304860733,XOM
2024-03-11,115.70203485804083,XOM
2024-03-12,117.53202010998477,XOM
2024-03-13,119.14415220175327,XOM
2024-03-14,119.13199123920099,XOM
2024-03-15,119.4338582332789,XOM
2024-03-18,119.31793582135214,XOM
2024-03-19,119.09266480883045,XOM
2024-03-20,119.5170483729832,XOM
2024-03-21,123.10645115116334,XOM
2024-03-22,124.96707609093313,XOM
2024-03-25,126.98114543488671,XOM
2024-03-26,125.71994606915423,XOM
2024-03-27,128.2357658366263,XOM
2024-03-28,128.57098946481773,XOM
2024-03-29,129.706435930792,XOM
2024-04-01,129.6938049477872,XOM
2024-04-02,130.4566632905915,XOM
2024-04-03,131.7499211734877,XOM
